time,pack_voltage,pack_current,pack_soc,pack_temperature,ambient_temperature,voltage_imbalance,soc_imbalance,temperature_imbalance,min_cell_voltage,max_cell_voltage,min_cell_soc,max_cell_soc,min_cell_temperature,max_cell_temperature,balancing_active,safety_events,cell_0_voltage,cell_0_soc,cell_0_temperature,cell_1_voltage,cell_1_soc,cell_1_temperature,cell_2_voltage,cell_2_soc,cell_2_temperature,cell_3_voltage,cell_3_soc,cell_3_temperature,cell_4_voltage,cell_4_soc,cell_4_temperature,cell_5_voltage,cell_5_soc,cell_5_temperature,cell_6_voltage,cell_6_soc,cell_6_temperature,cell_7_voltage,cell_7_soc,cell_7_temperature,cell_8_voltage,cell_8_soc,cell_8_temperature,cell_9_voltage,cell_9_soc,cell_9_temperature,cell_10_voltage,cell_10_soc,cell_10_temperature,cell_11_voltage,cell_11_soc,cell_11_temperature,cell_12_voltage,cell_12_soc,cell_12_temperature,cell_13_voltage,cell_13_soc,cell_13_temperature,cell_14_voltage,cell_14_soc,cell_14_temperature,cell_15_voltage,cell_15_soc,cell_15_temperature,cell_16_voltage,cell_16_soc,cell_16_temperature,cell_17_voltage,cell_17_soc,cell_17_temperature,cell_18_voltage,cell_18_soc,cell_18_temperature,cell_19_voltage,cell_19_soc,cell_19_temperature,action,reward,controller,controller_mode,desired_pack_current
1.0,71.93950609586176,-7.5,0.20083632974756221,25.017343855570584,25.0,0.1126376322124667,0.00014839250788942215,0.007835323233027935,3.5472343840853986,3.6598720162978653,0.2007684864816485,0.20091687898953792,25.009508532337556,25.017343855570584,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.1126376322124667], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6503984189169714,0.2008090727718373,25.017343855570584,3.5982523305575995,0.2008349387779997,25.014983020170625,3.608788066723462,0.20080315689103567,25.014595733684853,3.5659560349161534,0.2007704925116942,25.012522201753093,3.58848233257448,0.2008389892751736,25.013509937223983,3.60814177483307,0.20083898857829857,25.013460450536947,3.574293160477562,0.2007684864816485,25.012814444417472,3.6182980469806454,0.2007985258434473,25.015563682582332,3.586275302232344,0.20084909815849455,25.01442509724568,3.597778869230819,0.20080726712241065,25.013268876428953,3.5862566274246754,0.20084883492274042,25.0132673124237,3.6598720162978653,0.2008489353901697,25.017182516297478,3.60546054960109,0.2008192552239181,25.016004527587203,3.5693823777121283,0.20091687898953792,25.01356142551116,3.626205217663511,0.20090742866058556,25.01582325767289,3.567464150078134,0.20085315251772967,25.012978799916933,3.6093625280028316,0.20087339684175315,25.012747193368085,3.5472343840853986,0.20081634003277712,25.009508532337556,3.5634814199369482,0.20086860225462946,25.011025874886215,3.6081224876160602,0.20089216722001882,25.015147594838936,1.0,-4.633518313147713,cccv,CC,-7.5
2.0,72.04248083020896,-7.5,0.2016726646956067,25.034109968316454,25.0,0.11267176608665652,0.0002967878396960555,0.014362252418781196,3.5523605708398502,3.6650323369265068,0.2015369770067106,0.20183376484640667,25.019747715897672,25.034109968316454,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11267176608665652], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.655518524788969,0.20161815026374408,25.034109968316454,3.6033978014640202,0.2016698827423448,25.03019532439817,3.613901744133547,0.20160631839874524,25.028814252945526,3.571036453135453,0.2015409890985263,25.025465228998687,3.5936317485009086,0.20167798381251792,25.026756354545697,3.613291436833687,0.20167798241871845,25.026738014220285,3.5793716543802043,0.2015369770067106,25.02610822774609,3.623407181388085,0.20159705622448892,25.03037664807966,3.5914348393332793,0.20169820177170047,25.02874678818235,3.6028965467695966,0.20161453893224685,25.026644226291157,3.591415899725414,0.20169767529452753,25.027102773892402,3.6650323369265068,0.20169787623318652,25.033413749165835,3.610590357307998,0.20163851534793906,25.031687741282408,3.5746097220173847,0.20183376484640667,25.027807126401193,3.6314239119441347,0.20181486398038687,25.03069158885919,3.5726275131902874,0.20170631056795926,25.02630290973319,3.614546775622257,0.20174679962011544,25.024916986971625,3.5523605708398502,0.20163268491152225,25.019747715897672,3.568660232271623,0.20173721034752032,25.022411372610993,3.6133255796357484,0.20178434076836008,25.029370512631388,1.0,-4.626861657376759,cccv,CC,-7.5
3.0,72.14181857327895,-7.5,0.20250900484823184,25.050462312640875,25.0,0.11270590227067556,0.00044518599785078883,0.020027260258522972,3.5573049068380596,3.670010809108735,0.2023054715781147,0.2027506575759655,25.03043505238235,25.050462312640875,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11270590227067556], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6604567812189797,0.20242723248022737,25.050462312640875,3.6083614228028624,0.2025048318973945,25.045401345227027,3.618833571303429,0.20240948452690066,25.042890611205003,3.575935020026379,0.20231148976338836,25.03858082018975,3.5985993146835096,0.20251698361607182,25.039867677930776,3.618259249277682,0.20251698152528896,25.03993014947095,3.584268297003586,0.2023054715781147,25.03956495759671,3.6283344655993854,0.20239559114704717,25.04475486861,3.5964125269837606,0.20254731084405897,25.04289341678623,3.6078323739838014,0.20242181543303314,25.040167120709533,3.596393322529092,0.20254652111948837,25.04117476620539,3.670010809108735,0.20254682253424208,25.04905561765019,3.615538315216652,0.2024577803764176,25.04711398580279,3.579655218311069,0.2027506575759655,25.042294670193108,3.6364607587206224,0.20272230596534035,25.045098182347267,3.5776090266763942,0.20255947415480002,25.039601982605934,3.6195491743829695,0.20262020833944816,25.03688244193493,3.5573049068380596,0.20244903463897973,25.03043505238235,3.573657195147519,0.20260582428245738,25.034003122209008,3.6183468234644627,0.20267652065043937,25.042930422464725,1.0,-4.620205065051461,cccv,CC,-7.5
4.0,72.2376978230278,-7.5,0.20334535020951294,25.066484448979004,25.0,0.11274004066674204,0.0005935869849238717,0.025064737654439284,3.5620763170139327,3.6748163576806747,0.20307397019888773,0.2036675571838116,25.041419711324565,25.066484448979004,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11274004066674204], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.665222113072608,0.20323631942566273,25.066484448979004,3.6131521194854974,0.20333978624757096,25.060511137760628,3.623592473131655,0.20321265527919039,25.056900357413607,3.5806606605088245,0.20308199450925987,25.051764771354353,3.603393956022201,0.20335598868980834,25.05290397896546,3.6230541370681983,0.2033559859019946,25.053070300019954,3.588992013267826,0.20307397019888773,25.053043509771573,3.6330888244857023,0.2031941306148783,25.058843282858227,3.601217290080871,0.20339642537998692,25.05687665302939,3.6125952757963136,0.2032290966283216,25.05379797547183,3.601197820767052,0.20339537240190717,25.05533030082048,3.6748163576806747,0.20339577429827477,25.064303640017027,3.6203133482159484,0.20327705031363408,25.062312565947817,3.5845277915266713,0.2036675571838116,25.056823399652878,3.6413246828489636,0.20362975462107155,25.05923499172509,3.5824176154459173,0.2034126432824613,25.052774213817084,3.62437864917512,0.20349362300394536,25.04878262037693,3.5620763170139327,0.20326538921807166,25.041419711324565,3.5784812334903173,0.20347444406333234,25.045696028300835,3.6231951439434704,0.203568706871386,25.056004690957433,1.0,-4.613548531241972,cccv,CC,-7.5
5.0,72.33028816933994,-7.5,0.2041817007835039,25.08222493959365,25.0,0.11277418121038618,0.0007419908035377898,0.029617579295624807,3.5666832808875455,3.6794574620979317,0.2038424728720917,0.2045844636756295,25.052607360298026,25.08222493959365,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11277418121038618], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.669822999818943,0.20404541110433252,25.08222493959365,3.617778371009555,0.20417474579729852,25.075491478599076,3.628186929117571,0.20401583065927315,25.070861377322863,3.585221854090882,0.2038525033391575,25.064970539212975,3.608024152016056,0.20419499903766822,25.065893317892378,3.627684579705752,0.20419499555280057,25.06616720040397,3.5935512826785154,0.2038424728720917,25.066479938304482,3.6376787375255923,0.20399267463164353,25.07271640891016,3.605857608116809,0.2042455453838573,25.070721654292495,3.617193731721032,0.2040363825217014,25.067487153989507,3.60583787395215,0.20424422914613583,25.06949383349648,3.6794574620979317,0.20424473153006736,25.079266871432402,3.6249239357915055,0.20409632516381,25.07730205091008,3.589235921174973,0.2045844636756295,25.07129708039504,3.646024163803049,0.20453720995305774,25.073179024980874,3.5870617589951546,0.2042658179551488,25.065806996944147,3.6290436794974794,0.20436704361774366,25.060667815733595,3.5666832808875455,0.2040817486518301,25.052607360298026,3.5831408268124036,0.20434306969409954,25.05742483769099,3.6278790205270273,0.20446089943612472,25.06871331637014,1.0,-4.606892052684271,cccv,CC,-7.5
6.0,72.41975073932919,-7.5,0.20501805657423705,25.09771579197599,25.0,0.11280832385623052,0.0008903974563271577,0.03378278677400104,3.5711338548342604,3.683942178690491,0.2046109796007954,0.20550137705712257,25.06393300520199,25.09771579197599,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11280832385623052], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6742674977927314,0.20485450752044534,25.09771579197599,3.6222482337299944,0.2050097105509805,25.090331368295796,3.6326249956223817,0.2048190106707953,25.084772309511067,3.5896266571382647,0.20462301625611407,25.078174913070278,3.612497959026766,0.20503401466357554,25.078848013891193,3.632158633551988,0.20503401048166145,25.079220693721624,3.5979541615975705,0.2046109796007954,25.079845668379676,3.642112261064681,0.2047912232009416,25.08641715510608,3.610341537446123,0.2050946708600023,25.084449185007596,3.621635798128119,0.2048436731167898,25.081193421395497,3.6103215384512626,0.2050930913565525,25.08362514999705,3.683942178690491,0.2050936942342998,25.09400812966902,3.629378134290815,0.20491560493111494,25.092096866345397,3.5937876636189063,0.20550137705712257,25.08566781465443,3.6505672579265416,0.20544467196669133,25.086963245764238,3.5915495136797513,0.20511899817703658,25.078713060143617,3.6335523217143524,0.20524047018496328,25.072553633659744,3.5711338548342604,0.20489811294336083,25.06393300520199,3.587644031481795,0.20521170117874543,25.069150555550536,3.6324065095423945,0.2053530983494311,25.081138646510745,1.0,-4.600235627069155,cccv,CC,-7.5
7.0,72.50623862038472,-7.5,0.20585441758572415,25.11298026767863,25.0,0.11284246857044833,0.00103880694591868,0.03763056909414075,3.5754356932390894,3.6882781618095377,0.2053794903880615,0.20641829733398018,25.07534969858449,25.11298026767863,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11284246857044833], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6785632613453347,0.2056636086781472,25.11298026767863,3.6265693620138597,0.20584468051299049,25.105028598038416,3.6369143270202757,0.20562219531739495,25.09862658940065,3.5938827240284614,0.2053935332631691,25.091364338965043,3.6168230314301493,0.20587303557144504,25.091772354500854,3.6364839529816364,0.20587303069252352,25.09222798313389,3.6022083043982303,0.2053794903880615,25.09312884894414,3.6463970494655875,0.20558977632632536,25.099972632938908,3.61467673243816,0.20594380181271993,25.098073261643798,3.62592912939748,0.20565096841722053,25.094886234606403,3.6146564686410185,0.20594195903754098,25.09770117933142,3.6882781618095377,0.20594266241557851,25.108564762747456,3.6336835980756845,0.20573488961967104,25.106709037102867,3.598190673230415,0.20641829733398018,25.099911732509156,3.6549616195802286,0.20635214066730515,25.10060365486773,3.5958885338693376,0.20597218395226335,25.091508871590243,3.6379122302047864,0.20611390270972296,25.084441751969365,3.5754356932390894,0.20571448209582072,25.07534969858449,3.591998501876819,0.20608033852126972,25.080850210656497,3.63678526533865,0.20624530361596907,25.093338341359956,1.0,-4.593579252665176,cccv,CC,-7.5
8.0,72.58989726207,-7.5,0.2066907838219561,25.12803642154433,25.0,0.11287661532649773,0.0011872192749205202,0.04121362165620823,3.579596068592842,3.69247268391934,0.20614800523694068,0.2073352245118612,25.08682279988812,25.12803642154433,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11287661532649773], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6827175629389393,0.2064727145815289,25.12803642154433,3.6307490283362416,0.20667965568766944,25.119584471075406,3.641062195793147,0.2064253846027015,25.11241726093487,3.5979973272464734,0.2061640543633641,25.104529465911963,3.621006641710674,0.20671206176518528,25.10466647130922,3.6406678104774475,0.20671205618932462,25.105185962497956,3.606320983561277,0.20614800523694068,25.106325654235697,3.650540375201671,0.20638833401131154,25.113401148367103,3.6188704655716997,0.2067929382462797,25.111602590412943,3.630080998014811,0.20645826842663412,25.108543856935878,3.618849937004403,0.20679083219348,25.111707761967097,3.69247268391934,0.2067916360784535,25.122959685126364,3.6378475996172197,0.20655417923355632,25.121148757162835,3.602452222487664,0.2073352245118612,25.11401766783233,3.659214521235112,0.20725961606018323,25.114109619890797,3.6000860920429907,0.20682537528493605,25.104208261526676,3.6421306774563136,0.2069873411961445,25.096328229718992,3.579596068592842,0.20653085611240204,25.08682279988812,3.596211510482444,0.20694898172567397,25.092510350261733,3.641022560379264,0.2071375152403166,25.105353635487873,1.0,-4.586922928105325,cccv,CC,-7.5
9.0,72.67086485792883,-7.5,0.20752715528690382,25.142898866715964,25.0,0.11291076410259704,0.0013356344459164171,0.04457239620923659,3.5836218905832333,3.6965326546858304,0.20691652415046935,0.20825215859638577,25.098326470506727,25.142898866715964,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11291076410259704], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.686737312236432,0.20728182523463143,25.142898866715964,3.634794142371042,0.207514636079325,25.134001689478943,3.645075511621015,0.2072285785303342,25.12613838601905,3.601977376475511,0.20693457955973993,25.117662973025524,3.625055699551567,0.20755109324869983,25.117528389074106,3.644717115720613,0.20755108697599345,25.118091961805305,3.6102991087659833,0.20691652415046935,25.119436065484667,3.6545491479466836,0.20718689625938666,25.126715627893354,3.6229296465249656,0.20764208016492638,25.125042363768895,3.6340983136627654,0.20726557314867083,25.122150983298024,3.6229088532219462,0.2076397108287367,25.125635711028348,3.6965326546858304,0.2076406152274282,25.13720742091684,3.641877048586119,0.20737347377680754,25.135424720620026,3.606579221066557,0.20825215859638577,25.12798146471558,3.6633328725620404,0.20816709815056608,25.127487783333475,3.604149097879508,0.20767857217913427,25.116821285043525,3.646214573154816,0.20786078564835334,25.10820700566149,3.5836218905832333,0.2073472349963213,25.098326470506727,3.60028996698141,0.20781763079595494,25.1041231474902,3.645125304330807,0.2080297332269838,25.11721460822667,1.0,-4.580266652260814,cccv,CC,-7.5
10.0,72.74927270820324,-7.5,0.2083635319845178,25.157579758001155,25.0,0.11294491488017666,0.0014840524614625206,0.04773847224019434,3.5875197242312917,3.7004646391114684,0.20768504713166874,0.20916909959313126,25.10984128576096,25.157579758001155,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [0.11294491488017666], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",3.6906290742369676,0.20809094064145003,25.157579758001155,3.6387112691270422,0.20834962169223178,25.148283480218637,3.648960839518052,0.2080317771039005,25.13978526825612,3.6058294367330546,0.2077051088553347,25.130758703348906,3.6289767699705844,0.20839013002588724,25.130355146090864,3.6486384337267532,0.2083901230564487,25.130943881767685,3.614149245026299,0.20768504713166874,25.13246176741889,3.6584299327102254,0.20798546307401117,25.139925485545703,3.626860840311282,0.20849122757288227,25.13839562325054,3.637987641357423,0.20807288258696555,25.135696811731886,3.6268397823080822,0.2084885949476629,25.13947881004499,3.7004646391114684,0.20848959986696566,25.15131751038426,3.6457785099884905,0.2081927732534226,25.149544399391562,3.610578233977279,0.20916909959313126,25.14180290941418,3.66732323856732,0.20907458694365363,25.1407435190981,3.6080841163930812,0.20853177463891395,25.12935469535127,3.6501704823202465,0.20873423607047728,25.120071447191222,3.5875197242312917,0.20816361875081074,25.10984128576096,3.6042404363905796,0.20868628573610068,25.11568411433842,3.6491000621977134,0.20892195758042573,25.128943596250842,1.0,-4.573610424163656,cccv,CC,-7.5
