time,pack_voltage,pack_current,pack_soc,pack_temperature,ambient_temperature,voltage_imbalance,soc_imbalance,temperature_imbalance,min_cell_voltage,max_cell_voltage,min_cell_soc,max_cell_soc,min_cell_temperature,max_cell_temperature,balancing_active,safety_events,cell_0_voltage,cell_0_soc,cell_0_temperature,cell_1_voltage,cell_1_soc,cell_1_temperature,cell_2_voltage,cell_2_soc,cell_2_temperature,cell_3_voltage,cell_3_soc,cell_3_temperature,cell_4_voltage,cell_4_soc,cell_4_temperature,cell_5_voltage,cell_5_soc,cell_5_temperature,cell_6_voltage,cell_6_soc,cell_6_temperature,cell_7_voltage,cell_7_soc,cell_7_temperature,cell_8_voltage,cell_8_soc,cell_8_temperature,cell_9_voltage,cell_9_soc,cell_9_temperature,cell_10_voltage,cell_10_soc,cell_10_temperature,cell_11_voltage,cell_11_soc,cell_11_temperature,cell_12_voltage,cell_12_soc,cell_12_temperature,cell_13_voltage,cell_13_soc,cell_13_temperature,cell_14_voltage,cell_14_soc,cell_14_temperature,cell_15_voltage,cell_15_soc,cell_15_temperature,cell_16_voltage,cell_16_soc,cell_16_temperature,cell_17_voltage,cell_17_soc,cell_17_temperature,cell_18_voltage,cell_18_soc,cell_18_temperature,cell_19_voltage,cell_19_soc,cell_19_temperature,action,reward,controller,controller_mode,desired_pack_current,mpc_best_cost
1074.0,80.47435497662384,-1.2499999999999998,0.7825362158129163,25.522158857917475,25.0,0.07786660583781968,0.092171270930823,0.04062187426391617,3.986569181369091,4.064435787206911,0.737708647267217,0.82987991819804,25.48153698365356,25.522158857917475,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.019753873647651,0.7662305598056065,25.522158857917475,4.023725527895946,0.7844155541643874,25.520535530914152,4.009843872141542,0.7620710346146194,25.51820152470809,3.986569181369091,0.7391181186622794,25.515962499006186,4.024075800284575,0.7872622568295914,25.514689771229868,4.027382849410522,0.7872617444941051,25.514090694584823,3.9869825410248354,0.737708647267217,25.512486180342993,4.009161482589382,0.7588154114658101,25.5105880878382,4.028684752821302,0.7943721355704114,25.50918075786172,4.010016088122257,0.7649590709285089,25.508614122132315,4.028552009834311,0.7941871021848917,25.507211971571785,4.040989363771592,0.7942581818308682,25.504010606919042,4.017210850370899,0.7733859655413929,25.498918685413372,4.064118141726379,0.82987991819804,25.49441576136343,4.064435787206911,0.8233516905353235,25.491085660568366,4.025673452760016,0.7957118027138959,25.488750163214092,4.031350466467136,0.7998520108071717,25.48724598260038,4.005980986716413,0.7713322651444111,25.485379480063898,4.021926497426495,0.7965414384054975,25.48305876877619,4.047921451036605,0.812809355704664,25.48153698365356,-0.6666666666666667,3.9220318662381795,mpc,MPC,-1.2499999999999998,1.4217938703293191
1075.0,80.46684548915663,-1.2499999999999998,0.7826734545600373,25.519044544372708,25.0,0.07795818146737687,0.09218405216933911,0.04021027999316118,3.9861742776092237,4.064132459076601,0.7378372353745278,0.830021287543867,25.478834264379547,25.519044544372708,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.019363562228185,0.7663659991787484,25.519044544372708,4.0233382606625625,0.7845553637887461,25.5174397605439,4.009452845515475,0.7622054743364751,25.515136518164994,3.9861742776092237,0.7392470452815842,25.51292792599474,4.023689008634289,0.7874027504038392,25.51167511988564,4.0269960651171735,0.7874022379403814,25.511083014672018,3.9865874027498447,0.7378372353745278,25.50948330427152,4.008769910931532,0.7589490688471282,25.507587376532946,4.028299158070888,0.7945143384523546,25.506175361672486,4.009625543721599,0.7650942042820021,25.505598836841337,4.028166383902052,0.7943292605831687,25.504195701441766,4.040603778391243,0.7944003573595237,25.501012120074098,4.016821727573019,0.7735231236519301,25.49595739401603,4.063816708807487,0.830021287543867,25.49149944051959,4.064132459076601,0.8234915863074177,25.488222977925297,4.025307429708711,0.7958546879190146,25.485942595729995,4.030959478657458,0.799986604436029,25.4844712168095,4.005591496598247,0.7714689288648423,25.482634341031165,4.0215349704320005,0.7966752851560204,25.480340687858416,4.047615020769026,0.8129468719812134,25.478834264379547,-0.6666666666666667,3.9188254722315303,mpc,MPC,-1.2499999999999998,1.411211178680216
1076.0,80.45809880447608,-1.2499999999999998,0.7828101333540838,25.51595346609296,25.0,0.07804975757761667,0.0921968334634663,0.03980608632024385,3.9857927860448674,4.063842543622484,0.7379658236043041,0.8301626570677704,25.476147379772716,25.51595346609296,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.018986663013428,0.7665014386954085,25.51595346609296,4.022964405646279,0.784695173571196,25.51436622282266,4.0090752310941635,0.762339914198616,25.512092097266798,3.9857927860448674,0.7393759720243588,25.509912464169958,4.023315629203384,0.7875432441385004,25.508678855229952,4.026622693042206,0.7875427315470699,25.50809380693751,3.986205676669381,0.7379658236043041,25.506499406255447,4.008391751476482,0.7590827263662067,25.504606208724386,4.0279269755440215,0.7946565415006906,25.503190051019363,4.009248411527786,0.7652293377779319,25.502604285153524,4.027794170193192,0.7944714191476675,25.501200917891687,4.040231605230513,0.7945425330544371,25.498035690873497,4.016446016986136,0.7736602819114339,25.493018158006308,4.063528688574614,0.8301626570677704,25.488604872672116,4.063842543622484,0.8236314822519574,25.485372226151743,4.0233766564082325,0.7959861424628799,25.48311740899992,4.030654622339519,0.8001211982181341,25.48170499067738,4.005215418693048,0.7716055927325159,25.479905284041998,4.021156855998679,0.7968091320571801,25.477638212860747,4.047322003167663,0.8130843884213385,25.476147379772716,-0.6666666666666667,3.9156134546600043,mpc,MPC,-1.2499999999999998,1.4007728980980703
1077.0,80.45270442444189,-1.2499999999999998,0.7829473724055199,25.512885278011247,25.0,0.07814133416679558,0.09220961481319812,0.039409104284768404,3.9854240903066755,4.063565424473471,0.7380944119565293,0.8303040267697274,25.47347617372648,25.512885278011247,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.018622559634075,0.7666368783555672,25.512885278011247,4.022603346477772,0.7848349835117153,25.51131466602317,4.008710412508279,0.7624743542010229,25.509068152028174,3.9854240903066755,0.7395048988905863,25.506916106392826,4.022955045622521,0.7876837380335536,25.50570098613975,4.026262116816292,0.787683225314149,25.505123025355292,3.9858367464141,0.7380944119565293,25.503534373375807,4.008026387854907,0.7592163840230272,25.501644445810868,4.027567588871368,0.7947987447153972,25.500224703528765,4.008884075171486,0.765364471416279,25.499630352135753,4.027434752338398,0.7946135778783661,25.498227459902267,4.039872227920105,0.7946847089155862,25.495081085687904,4.016083102240928,0.7737974403198847,25.49010077299603,4.063253464656681,0.8303040267697274,25.485730330758784,4.063565424473471,0.8237713783689209,25.482546460296273,4.024547027244813,0.7961290279917829,25.48034955989267,4.03037059964167,0.8002557921534682,25.478960574296632,4.00485213663146,0.7717422567474143,25.477190884228452,4.020791537755443,0.7969429791089586,25.47495135978036,4.047041781861436,0.8132219050250199,25.47347617372648,-0.6666666666666667,3.9124070157154196,mpc,MPC,-1.2499999999999998,1.3904713666275474
1078.0,80.44446673206544,-1.2499999999999998,0.783084051502583,25.509839655772307,25.0,0.07823291123322029,0.09222239621852824,0.039019130347909936,3.9850676045725866,4.063300515805807,0.738223000431187,0.8304453966497153,25.470820525424397,25.509839655772307,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.0182706662681085,0.7667723181592044,25.509839655772307,4.022254497335003,0.7849747936102824,25.508284848065834,4.008357803935781,0.7626087943436769,25.506064566758905,3.9850676045725866,0.7396338258802503,25.503938831198628,4.022606672069652,0.7878242320889776,25.502741509685233,4.025913750617385,0.7878237192415978,25.50217062219722,3.985480026161942,0.738223000431187,25.500588100274538,4.007673234244765,0.7593500418175714,25.498701957083917,4.027220412230883,0.7949409480964525,25.497279196226398,4.008531948830656,0.7654996051970244,25.496676914723196,4.02708754451563,0.7947557367752425,25.495275163040155,4.039525060638009,0.7948268849429492,25.49214808922318,4.015732397515356,0.7739345988772633,25.487204779153757,4.062990451229895,0.8304453966497153,25.4828767981145,4.063300515805807,0.8239112746582867,25.479733637361214,4.022642093195751,0.7962604828334912,25.477561808830657,4.030098787401755,0.8003903862420128,25.476226124208388,4.0045010645914125,0.7718789209095197,25.474492397949618,4.0204384298785065,0.7970768263113381,25.472279877297186,4.046773771026557,0.8133594217922385,25.470820525424397,-0.6666666666666667,3.909194953364816,mpc,MPC,-1.2499999999999998,1.3803771918020884
1079.0,80.43955042725607,-1.2499999999999998,0.7832212908582503,25.506816293404288,25.0,0.07832448877516995,0.09223517767945055,0.03863600444278603,3.9847227720418195,4.063047260816989,0.7383515890282611,0.8305867667077117,25.468180288961502,25.506816293404288,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.01793042611479,0.7669077581063007,25.506816293404288,4.0219173014172105,0.7851146038668759,25.505276535746777,4.008016848575907,0.762743234626559,25.503081221217357,3.9847227720418195,0.7397627529933339,25.500980604739368,4.022269951744002,0.7879647263047512,25.499800412467263,4.02557703764472,0.787964213329395,25.4992365479052,3.9851349591121292,0.7383515890282611,25.497660487626064,4.007331733845294,0.7594836997498212,25.49577861821329,4.0268848888217965,0.7950831516438349,25.494353405699982,4.008191475704529,0.7656347391201495,25.49374384379898,4.02675198992412,0.7948978958382747,25.49234386230015,4.039189546583491,0.7949690611365043,25.489236455504457,4.015393346008662,0.7740717575835505,25.48432999925429,4.062739091491754,0.8305867667077117,25.48004285659349,4.063047260816989,0.8240511711200336,25.476945969424747,4.023837133393567,0.7964033686860984,25.474830288016275,4.029838628817261,0.8005249804837492,25.47351402338274,4.004161645772115,0.7720155852188146,25.471808654504787,4.020096975565366,0.797210673664301,25.46962378711388,4.046517413860527,0.8134969387229753,25.468180288961502,-0.6666666666666667,3.905988469824006,mpc,MPC,-1.2499999999999998,1.3705762682825033
1080.0,80.43334635864905,-1.2499999999999998,0.7833585303662988,25.50381490131426,25.0,0.07841606679096946,0.09224795919595874,0.03825954855602376,3.9843890634851555,4.062805130276125,0.7384801777477356,0.8307281369436943,25.465555352758237,25.50381490131426,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.017601309944941,0.7670431981968365,25.50381490131426,4.021591229495198,0.7852544142814746,25.50228950403192,4.007687017199457,0.7628776750496505,25.500117991567983,3.9843890634851555,0.739891680229821,25.498041382482135,4.021944355416365,0.7881052206808536,25.49687767180307,4.0252514486690965,0.7881047075775198,25.496320750974746,3.984801016035443,0.7384801777477356,25.49475144085301,4.007001357427293,0.7596173578197586,25.492874310017875,4.026560489414903,0.7952253553575227,25.491447208300677,4.007862126563904,0.7657698731856355,25.490831006069662,4.0264275593346674,0.7950400550674415,25.48943338621353,4.038865156527381,0.7951112374962304,25.48634596489135,4.01506541849165,0.7742089164387271,25.4814760405299,4.062498856211328,0.8307281369436943,25.477229559041113,4.062805130276125,0.8241910677541401,25.474179302933713,4.023533051837008,0.7965462547072706,25.472111056849666,4.029589594657276,0.8006595748786592,25.47082027906261,4.003833350944339,0.7721522496752816,25.469140932705805,4.019766645585093,0.7973445211678295,25.466982885490232,4.046272181132418,0.8136344558172114,25.465555352758237,-0.6666666666666667,3.902781964114514,mpc,MPC,-1.2499999999999998,1.361083054374698
1081.0,80.42577649645254,-1.2499999999999998,0.7834952099180529,25.500835204554342,25.0,0.07850764527894061,0.09226074076804691,0.037889616853114205,3.984065975867704,4.062573621146645,0.7386087665895942,0.8308695073576411,25.462945587701228,25.500835204554342,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.017282814723713,0.7671786384307926,25.500835204554342,4.021275778534096,0.7853942248540574,25.499323535415957,4.007367806771559,0.7630121156129329,25.497174751179582,3.984065975867704,0.7400206075896951,25.495121110688295,4.021629380051859,0.7882457152172639,25.49397325677302,4.02493648065564,0.7882452019859514,25.49342317786142,3.9844776938969955,0.7386087665895942,25.49186086905283,4.006681601955891,0.7597510160273657,25.489988917472626,4.026246710975326,0.7953675592374946,25.488560480383576,4.007543398373905,0.7659050073934639,25.487938264365035,4.0261137497123975,0.795182214462721,25.486543562699186,4.038551387434836,0.7952534140221058,25.483476378459635,4.014748111929451,0.7743460754427743,25.478642780924574,4.062269242352022,0.8308695073576411,25.474436850129226,4.062573621146645,0.8243309645605853,25.471423788756592,4.021661376405374,0.7966777100018103,25.469373671552958,4.029351181885217,0.8007941694267245,25.468135183953645,4.003515677073186,0.7722889142789034,25.466489384994347,4.019446936901092,0.797478368821906,25.46435723089338,4.0460375698056374,0.8137719730749279,25.462945587701228,-0.6666666666666667,3.899569835233499,mpc,MPC,-1.2499999999999998,1.351901091300393
1082.0,80.42149784124074,-1.2499999999999998,0.7836324497302084,25.497876941315827,25.0,0.07859922423737986,0.09227352239570885,0.037526038461784594,3.9837530310405227,4.062352255277903,0.7387373555538213,0.8310108779495301,25.460350902854042,25.497876941315827,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.0169744623021995,0.7673140788081498,25.497876941315827,4.02097047038498,0.7855340355846034,25.496378419342733,4.007058739143288,0.7631465563163876,25.49425137129258,3.9837530310405227,0.7401495350729401,25.492219727698235,4.021324547501551,0.7883862099139616,25.491087129142954,4.024631655455424,0.7883856965546692,25.490543772914297,3.9841645145478446,0.7387373555538213,25.48898868410697,4.006371989282164,0.7598846743726249,25.487122328913156,4.0259430753541325,0.7955097632837292,25.48569309835219,4.007234812985603,0.7660401417436163,25.485065478845815,4.025810082908381,0.7953243740240922,25.483674215433773,4.038247761156959,0.7953955907141097,25.48062748919643,4.0144409481731405,0.7744832345956735,25.475830090924042,4.062049771763198,0.8310108779495301,25.47166304300386,4.062352255277903,0.8244708615393483,25.46869246401345,4.022888192511029,0.7968205963465698,25.466693159746,4.029122912350429,0.8009287641279271,25.46547189807414,4.0032081460097055,0.7724255790296629,25.463852514176384,4.019137371362725,0.7976122166265134,25.461746865942885,4.04581310172955,0.8139094904961062,25.460350902854042,-0.6666666666666667,3.8963632854330914,mpc,MPC,-1.2499999999999998,1.3430318303639313
1083.0,80.41590270498342,-1.2499999999999998,0.7837696896946841,25.494939861616835,25.0,0.07869080366463699,0.09228630407893879,0.037168627161772605,3.983449774497645,4.062140578162282,0.7388659446404009,0.8311522487193397,25.457771234455063,25.494939861616835,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.016675798174476,0.7674495193288892,25.494939861616835,4.020674850541905,0.785673846473092,25.493453951682447,4.006759359808697,0.7632809971599963,25.49134772157759,3.983449774497645,0.74027846267954,25.489337165045082,4.021029403259486,0.788526704770926,25.488219244176356,4.024336518562499,0.7885261912836528,25.48768247833704,3.9838610234820275,0.7388659446404009,25.486134799948154,4.006072064900164,0.7600183328555185,25.484274435369,4.025649128045373,0.7956519674962057,25.482844938756237,4.006935915893049,0.7661752762360745,25.48221250720977,4.0255161044166705,0.7954665337515339,25.48082517012696,4.037953823187832,0.7955377675722209,25.477799109296594,4.014143472716777,0.7746203938974059,25.47303757131384,4.061839989937204,0.8311522487193397,25.468909157042035,4.062140578162282,0.8246107586904086,25.465981493837376,4.022614447745302,0.7969634828598338,25.464025114028004,4.02890433154528,0.8010633589822489,25.462826706395358,4.002910303247923,0.7725622439275429,25.461231514852585,4.018837494462343,0.7977460645816341,25.45915155575345,4.045598322396506,0.8140470080807277,25.457771234455063,-0.6666666666666667,3.8931567137149914,mpc,MPC,-1.2499999999999998,1.3344898286277758
1084.0,80.40891447734333,-1.2499999999999998,0.7839063697009473,25.492023726155033,25.0,0.07878238355905598,0.09229908581773083,0.03681724097134875,3.98315577419526,4.061938157754316,0.7389945338493175,0.8312936196670483,25.455206485183684,25.492023726155033,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.016386390296767,0.7675849599929918,25.492023726155033,4.020388486961078,0.7858136575195027,25.490549934260468,4.0064692367239925,0.7634154381437409,25.488463670603004,3.98315577419526,0.7404073904094788,25.486473348418958,4.02074351528186,0.7886671997881368,25.48536955134997,4.02405063793307,0.7886666861728817,25.48483923417517,3.9835667886557338,0.7389945338493175,25.48329913195824,4.005781396766098,0.760151991476029,25.48144513001705,4.025364437005245,0.795794171874903,25.480015878280184,4.0066462750524465,0.7663104108708204,25.479379205883983,4.025231382193467,0.7956086936450251,25.47799625660942,4.037669141483685,0.7956799445964189,25.4749910193959,4.013855253516565,0.7747575533479533,25.470265095505248,4.0616394648285485,0.8312936196670483,25.46617516643269,4.061938157754316,0.8247506560137453,25.463281157255356,4.020771740611427,0.7970949386070428,25.46133888027962,4.028695007424289,0.801197953989672,25.460189994409145,4.0026217167440175,0.7726989089725265,25.45862652449862,4.018546874154453,0.7978799126872511,25.456571332122472,4.045392799761017,0.8141845258287741,25.455206485183684,-0.6666666666666667,3.889944519056674,mpc,MPC,-1.2499999999999998,1.3262787657059598
1085.0,80.4051915382603,-1.2499999999999998,0.7840436099694102,25.489128305301925,25.0,0.07887396391896084,0.09231186761207899,0.03647172124508913,3.982870619429914,4.061744583348875,0.7391231231805555,0.8314349907926345,25.452656584056836,25.489128305301925,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.016105827965658,0.767720400800439,25.489128305301925,4.020110968939065,0.785953468723815,25.48766617443268,4.006187959185739,0.7635498792676034,25.485599086226262,3.982870619429914,0.7405363182627406,25.48362819850125,4.020466472865232,0.7888076949655739,25.482537994984995,4.023773602863701,0.788807181222336,25.482013978326382,3.983281399365512,0.7391231231805555,25.48048159647685,4.005499574176531,0.7602856502341391,25.47863430771811,4.025088591530309,0.7959363764198003,25.477205793842643,4.0063654797603565,0.7664455456478361,25.476565431158736,4.024955505535334,0.7957508537045451,25.475187302004333,4.037393305341114,0.7958221217866829,25.472203025008696,4.013575879869073,0.7748947129472973,25.46751253910996,4.061447785732109,0.8314349907926345,25.463459424324775,4.061744583348875,0.8248905535093383,25.460604546462104,4.02202625442305,0.7972378254437795,25.458709384092852,4.028494529282317,0.8013325491501786,25.457574946478417,4.002341975794529,0.7728355741645968,25.456036046954367,4.018265099733935,0.7980137609433473,25.45400622278542,4.045196123117963,0.814322043740227,25.452656584056836,-0.6666666666666667,3.8867379037460603,mpc,MPC,-1.2499999999999998,1.3183199216832102
1086.0,80.39855010825208,-1.2499999999999998,0.7841802902783671,25.486253378218898,25.0,0.07896554474272399,0.09232464946197771,0.03613189801475869,3.982593919772807,4.061559464515531,0.7392517126340995,0.8315763620960772,25.45012148020414,25.486253378218898,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.015833720752385,0.7678558417512124,25.486253378218898,4.019841906047084,0.7860932800860088,25.484802484702396,4.005915136765153,0.7636843205315659,25.482753835920683,3.982593919772807,0.7406652462393097,25.48080163168619,4.020197885580811,0.7889481903032172,25.47972451480477,4.023505022925607,0.7889476764319955,25.479206646570454,3.9830044651825616,0.7392517126340995,25.477682110400867,4.0052262067026785,0.7604193091298317,25.47584186464515,4.024821201191777,0.7960785811308771,25.47441456277326,4.006093139587993,0.7665806805671037,25.473771038823884,4.024688084013484,0.7958930139300734,25.472398135739276,4.037125924331359,0.7959642991429925,25.469434948049436,4.01330496134552,0.7750318726954198,25.464779515002384,4.061264562217421,0.8315763620960772,25.460762986543386,4.061559464515531,0.8250304511771672,25.457939650557833,4.020201627853127,0.7973692814885471,25.456059354760185,4.028302506688923,0.8014671444637512,25.45496964476192,4.002070689970647,0.7729722395037372,25.4534612790734,4.017991780770328,0.7981476093499058,25.451455986471284,4.045007902036883,0.8144595618150682,25.45012148020414,-0.6666666666666667,3.883525665647472,mpc,MPC,-1.2499999999999998,1.3105069700043341
1087.0,80.39515871024572,-1.2499999999999998,0.7843175308507383,25.483398732078303,25.0,0.07905712602868764,0.09233743136742112,0.035797646802723904,3.9823253040573583,4.061382430086046,0.7393803022099342,0.8317177335773553,25.44760108527558,25.483398732078303,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.015569697490402,0.7679912828452934,25.483398732078303,4.019580927118573,0.7862330916060639,25.481958682374383,4.005650398295671,0.7638187619356105,25.479927787047913,3.9823253040573583,0.7407941743391707,25.477993560705002,4.019937382262027,0.7890886858010467,25.476929046428324,4.023244526952225,0.7890881718018403,25.476417172615058,3.982735614940306,0.7393803022099342,25.474900590862614,4.00496092317798,0.7605529681630896,25.473067698000143,4.024561894823081,0.7962207860081131,25.47164206280803,4.00582888336879,0.7667158156286056,25.470995884787538,4.024428746461353,0.7960351743215894,25.469628591402618,4.036866627287884,0.7961064766653275,25.466686578210176,4.013042126779345,0.775169032592303,25.462065912237332,4.061089423116249,0.8317177335773553,25.458084500278737,4.061382430086046,0.8251703490172121,25.4552987103069,4.021473436001839,0.797512168648681,25.453464899230827,4.02811856847586,0.8016017399303723,25.452386408526703,4.001807488105785,0.7731089049899309,25.450901000061002,4.017726546095396,0.7982814579069097,25.448920653254213,4.044827765349547,0.8145970800532797,25.44760108527558,-0.6666666666666667,3.880319007073001,mpc,MPC,-1.2499999999999998,1.3032077827780917
1088.0,80.39041163962142,-1.2499999999999998,0.7844547715753315,25.480564161375497,25.0,0.07914870777524419,0.09235021332840376,0.03546882630452686,3.9820644194173958,4.06121312719264,0.7395088919080444,0.8318591052364481,25.44509533507097,25.480564161375497,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.015313405313573,0.7681267240826639,25.480564161375497,4.019327679287377,0.7863729032839606,25.479134589241752,4.00539339091114,0.7639532034797197,25.47712080708432,3.9820644194173958,0.740923102562308,25.475203895165954,4.019684610042717,0.7892291814590429,25.474151521808054,4.022991762077399,0.7892286673318508,25.47364548815451,3.9824744957725726,0.7395088919080444,25.4721369549774,4.00470337073628,0.7606866273338959,25.470311705772534,4.024310319558057,0.7963629910514878,25.468888172141828,4.005572358236589,0.7668509508323242,25.468239825792658,4.02417714001278,0.796177334879073,25.46687850002175,4.036615061344559,0.7962486543536679,25.463957730216734,4.012787023304392,0.7753061926379288,25.459371398634843,4.060922015560773,0.8318591052364481,25.455425077347694,4.06121312719264,0.825310247029453,25.452677597336574,4.021242678714619,0.7976550559772217,25.45088205260408,4.027942361775333,0.8017363355500245,25.449821189884666,4.001552017333759,0.7732455706231616,25.44835644636361,4.017469042841325,0.7984153066143425,25.446400026163225,4.044655360188138,0.8147345984548436,25.44509533507097,-0.6666666666666667,3.877112326991105,mpc,MPC,-1.2499999999999998,1.2967786545747304
1089.0,80.38423421880015,-1.2499999999999998,0.7845914523385045,25.477749467319647,25.0,0.07924028998077581,0.09236299534491987,0.03514532786420688,3.9818109303734213,4.061051220354197,0.7396374817284149,0.8320004770733348,25.44260413945544,25.477749467319647,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.015064508742435,0.7682621654633058,25.477749467319647,4.019081827074015,0.786512715119679,25.476330031302158,4.0051437791320765,0.7640876451638761,25.47433276380849,3.9818109303734213,0.7410520309087061,25.472432542021778,4.019439233443392,0.7893696772771859,25.471391869618536,4.022746392821645,0.7893691630220073,25.470891522939308,3.9822207721998657,0.7396374817284149,25.469391119646048,4.004453213898096,0.7608202866422338,25.467573786546218,4.024066139917223,0.7965051962609813,25.466152769541846,4.005323228711906,0.7669860861782423,25.46550271878696,4.023932929188282,0.7963194956025041,25.46414769521218,4.036370891021929,0.7963908322079936,25.461248198353957,4.012539315441182,0.7754433528322797,25.456695907690545,4.060762004069856,0.8320004770733348,25.45278471565782,4.061051220354197,0.8254501452138701,25.450066484923166,4.019441052530808,0.797786512474396,25.44828035004731,4.027773551106216,0.8018709313226906,25.447264233972046,4.001303942175064,0.7733822364034129,25.445827734334213,4.017218935526977,0.7985491554721874,25.443894168970097,4.0444903510715235,0.8148721170197422,25.44260413945544,-0.6666666666666667,3.873900024346254,mpc,MPC,-1.2499999999999998,1.291241496461937
1090.0,80.38128671500749,-1.2499999999999998,0.78472869336689,25.474954457293023,25.0,0.07933187264365049,0.0923757774169639,0.03482701778576214,3.9815645179645616,4.060896390608212,0.7397660716710309,0.8321418490879948,25.44012743950726,25.474954457293023,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",4.01482268881615,0.7683976069872013,25.474954457293023,4.018843051517633,0.7866525271131996,25.473544838499976,4.004901243997626,0.7642220869880622,25.471563525455757,3.9815645179645616,0.7411809593783498,25.469679405974595,4.019200933503191,0.7895101732554564,25.468650015602872,4.02250810022411,0.7895096588722904,25.468155204853918,3.981974125261314,0.7397660716710309,25.46666300140371,4.004210133702576,0.7609539460880864,25.46485383935784,4.0238290369397145,0.7966474016365734,25.463435734286392,4.005081175833881,0.7671212216663424,25.462784421377258,4.023695795027001,0.7964616564918627,25.46143600895227,4.036133797359161,0.7965330102282849,25.458557807748246,4.012298684228859,0.7755805131753382,25.45403936096774,4.060609069681,0.8321418490879948,25.450161776501176,4.060896390608212,0.8255900435704439,25.447478430790696,4.020734884940619,0.7979294001262236,25.44573480284324,4.027611817505994,0.8020055272483534,25.444728660268694,4.001062943668822,0.7735189023306684,25.443313335859948,4.016975905189856,0.7986830044804281,25.44140312827869,4.044332419037205,0.8150096357479576,25.44012743950726,-0.6666666666666667,3.8706933014863756,mpc,MPC,-1.2499999999999998,1.2866166159992196
