controller,steps,charge_time_min,final_soc,target_soc,time_to_80_soc_min,time_to_90_soc_min,peak_pack_voltage_v,peak_pack_temperature_c,peak_voltage_imbalance_mv,mean_charge_current_a,peak_charge_current_a,rms_charge_current_a,charge_throughput_ah,energy_in_kwh,safety_event_count,safety_event_timesteps
cccv,199,16.583333333333332,0.8001732686138046,0.8,16.583333333333332,,66.11686367351314,32.014278564568414,132.6039964144732,5.4156841659628085,6.778668594360352,5.8607051358891855,1.4914214091456133,0.09178198908326733,56,56
mpc,692,57.666666666666664,0.8019032975848628,0.8,57.666666666666664,,67.14207344031732,31.999956697476968,99.86046856931807,1.5836484914570186,6.778668594360352,3.108892805702787,1.5165701843632593,0.09324850676104263,0,0
