controller,steps,charge_time_min,final_soc,target_soc,time_to_80_soc_min,time_to_90_soc_min,peak_pack_voltage_v,peak_pack_temperature_c,peak_voltage_imbalance_mv,mean_charge_current_a,peak_charge_current_a,rms_charge_current_a,charge_throughput_ah,energy_in_kwh,safety_event_count,safety_event_timesteps
cccv,1800,201.09000000025844,0.7670060523396695,0.8,,,84.90283140399417,10.083673920347222,123.93277023939842,0.43544915142340795,1.639571216509953,0.6883056299851179,1.4578814357384995,0.12198518453040771,11036,721
mpc,1800,201.09000000025844,0.20428930220082475,0.8,,,79.35589556147555,10.080366086776962,20.561796227883455,0.0031880551432137967,0.2732618694183254,0.029515655307705932,0.010430367602673468,0.0008273812021536732,0,0
