controller,steps,charge_time_min,final_soc,target_soc,time_to_80_soc_min,time_to_90_soc_min,peak_pack_voltage_v,peak_pack_temperature_c,peak_voltage_imbalance_mv,mean_charge_current_a,peak_charge_current_a,rms_charge_current_a,charge_throughput_ah,energy_in_kwh,safety_event_count,safety_event_timesteps
cccv,181,20.220716666692656,0.3136240056856591,0.8,,,85.61563886790157,10.083673920347222,124.15730134729053,0.8552579599391935,1.639571216509953,1.1826446014220118,0.2851793575632113,0.02419003597798192,1018,94
mpc,1800,201.09000000025844,0.22920922801522273,0.8,,,81.70772797688461,10.080366086776962,82.06909414436048,0.02170913740378919,1.093047477673302,0.08172514890288486,0.07250377479907168,0.005820269673895331,0,0
