controller,steps,charge_time_min,final_soc,target_soc,time_to_80_soc_min,time_to_90_soc_min,peak_pack_voltage_v,peak_pack_temperature_c,peak_voltage_imbalance_mv,mean_charge_current_a,peak_charge_current_a,rms_charge_current_a,charge_throughput_ah,energy_in_kwh,safety_event_count,safety_event_timesteps
cccv,207,23.12535000002972,0.3265220404985427,0.8,,,85.30507046576344,10.083673920347222,124.05519672134702,0.8348610284230156,1.639571216509953,1.1686269341945374,0.3187214342099277,0.026937641100536713,1653,105
mpc,1800,201.09000000025844,0.2502495784192157,0.8,,,81.40306314969695,10.080366086776962,82.07036842309101,0.03734578882050448,1.093047477673302,0.10544116107126983,0.12491001202226029,0.009996124700101649,0,0
