controller,steps,charge_time_min,final_soc,target_soc,time_to_80_soc_min,time_to_90_soc_min,peak_pack_voltage_v,peak_pack_temperature_c,peak_voltage_imbalance_mv,mean_charge_current_a,peak_charge_current_a,rms_charge_current_a,charge_throughput_ah,energy_in_kwh,safety_event_count,safety_event_timesteps
cccv,1000,16.666666666666668,0.800120186271964,0.8,16.666666666666668,,83.04350596545837,27.132623519035455,129.2711933030235,5.392428331538444,7.5,6.0514122889848085,1.496698842094012,0.11966298854448375,800,623
mpc,1198,19.966666666666665,0.8000894419334798,0.8,19.966666666666665,,82.33909762645902,26.18053207522007,99.99467275111095,4.50542570951586,6.249999999999999,4.753688928686633,1.4984375,0.11782559071495402,0,0
